PdfType: error
Format: lhagrid1
---
1.000000e-08 1.214310e-08 1.474550e-08 1.790560e-08 2.174300e-08 2.640280e-08 3.206120e-08 3.893220e-08 4.727580e-08 5.740750e-08 6.971060e-08 8.465030e-08 1.027920e-07 1.248210e-07 1.515720e-07 1.840550e-07 2.235000e-07 2.713980e-07 3.295620e-07 4.001900e-07 4.859540e-07 5.900990e-07 7.165630e-07 8.701290e-07 1.056610e-06 1.283040e-06 1.558010e-06 1.891900e-06 2.297350e-06 2.789680e-06 3.387520e-06 4.113480e-06 4.995000e-06 6.065420e-06 7.365210e-06 8.943520e-06 1.086000e-05 1.318710e-05 1.601290e-05 1.944400e-05 2.361010e-05 2.866860e-05 3.481050e-05 4.226780e-05 5.132180e-05 6.231400e-05 7.565900e-05 9.185930e-05 1.115250e-04 1.353950e-04 1.643660e-04 1.995240e-04 2.421860e-04 2.939430e-04 3.567240e-04 4.328590e-04 5.251620e-04 6.370280e-04 7.725490e-04 9.366450e-04 1.135220e-03 1.375350e-03 1.665480e-03 2.015650e-03 2.437770e-03 2.945870e-03 3.556390e-03 4.288450e-03 5.164110e-03 6.208550e-03 7.450170e-03 8.920570e-03 1.065430e-02 1.268850e-02 1.506220e-02 1.781520e-02 2.098720e-02 2.461620e-02 2.873720e-02 3.338090e-02 3.857250e-02 4.433080e-02 5.066770e-02 5.758820e-02 6.509090e-02 7.316810e-02 8.180710e-02 9.099100e-02 1.007000e-01 1.109100e-01 1.215990e-01 1.327420e-01 1.443130e-01 1.562880e-01 1.686430e-01 1.813550e-01 1.944020e-01 2.077630e-01 2.214180e-01 2.353490e-01 2.495380e-01 2.639710e-01 2.786300e-01 2.935040e-01 3.085780e-01 3.238410e-01 3.392820e-01 3.548900e-01 3.706560e-01 3.865710e-01 4.026260e-01 4.188150e-01 4.351290e-01 4.515630e-01 4.681090e-01 4.847630e-01 5.015190e-01 5.183720e-01 5.353160e-01 5.523490e-01 5.694650e-01 5.866600e-01 6.039320e-01 6.212750e-01 6.386880e-01 6.561670e-01 6.737090e-01 6.913110e-01 7.089700e-01 7.266830e-01 7.444490e-01 7.622630e-01 7.801240e-01 7.980280e-01 8.159710e-01 8.339500e-01 8.519600e-01 8.699940e-01 8.880420e-01 9.060860e-01 9.240980e-01 9.420120e-01 9.596630e-01 9.764990e-01 9.901910e-01 9.965610e-01 9.985400e-01 9.993360e-01 9.997490e-01 1.000000e+00
1.300000e+00 1.494070e+00 1.736558e+00 2.042733e+00 2.434177e+00 2.941432e+00 3.608370e+00 4.499306e+00 5.893804e+00 7.911008e+00 1.090460e+01 1.547355e+01 2.266071e+01 3.434914e+01 5.405897e+01 8.863955e+01 1.519677e+02 2.735350e+02 5.191839e+02 1.044223e+03 2.236806e+03 5.132547e+03 1.269416e+04 3.407485e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 1.77582104e-04 3.45075027e+00 5.03846368e+00 5.03929370e+00 5.03931370e+00 5.03848366e+00 3.45075027e+00 1.77582104e-04 0.00000000e+00 2.77878958e-02
0.00000000e+00 1.93391000e-01 3.59839000e+00 5.16495000e+00 5.16580000e+00 5.16582000e+00 5.16497000e+00 3.59839000e+00 1.93391000e-01 0.00000000e+00 6.44930000e+00
0.00000000e+00 5.02766000e-01 3.86444000e+00 5.41088000e+00 5.41175000e+00 5.41177000e+00 5.41091000e+00 3.86444000e+00 5.02766000e-01 0.00000000e+00 1.60268000e+01
0.00000000e+00 9.57863000e-01 4.27811000e+00 5.80533000e+00 5.80621000e+00 5.80623000e+00 5.80536000e+00 4.27811000e+00 9.57863000e-01 0.00000000e+00 2.99679000e+01
0.00000000e+00 1.59634000e+00 4.87676000e+00 6.38549000e+00 6.38639000e+00 6.38642000e+00 6.38553000e+00 4.87676000e+00 1.59634000e+00 0.00000000e+00 4.98017000e+01
0.00000000e+00 2.46390000e+00 5.70586000e+00 7.19674000e+00 7.19765000e+00 7.19768000e+00 7.19677000e+00 5.70586000e+00 2.46390000e+00 0.00000000e+00 7.73983000e+01
0.00000000e+00 3.61554000e+00 6.82020000e+00 8.29377000e+00 8.29470000e+00 8.29472000e+00 8.29381000e+00 6.82020000e+00 3.61554000e+00 0.00000000e+00 1.15020000e+02
0.00000000e+00 5.11693000e+00 8.28531000e+00 9.74203000e+00 9.74298000e+00 9.74301000e+00 9.74208000e+00 8.28531000e+00 5.11693000e+00 0.00000000e+00 1.65374000e+02
2.26144000e+00 7.32328000e+00 1.04521000e+01 1.18904000e+01 1.18914000e+01 1.18914000e+01 1.18905000e+01 1.04521000e+01 7.32328000e+00 2.26144000e+00 2.36836000e+02
5.20904000e+00 1.02165000e+01 1.33063000e+01 1.47266000e+01 1.47276000e+01 1.47276000e+01 1.47266000e+01 1.33063000e+01 1.02165000e+01 5.20904000e+00 3.33225000e+02
9.00956000e+00 1.39634000e+01 1.70148000e+01 1.84172000e+01 1.84182000e+01 1.84182000e+01 1.84172000e+01 1.70148000e+01 1.39634000e+01 9.00956000e+00 4.61069000e+02
1.38686000e+01 1.87694000e+01 2.17828000e+01 2.31677000e+01 2.31687000e+01 2.31687000e+01 2.31677000e+01 2.17828000e+01 1.87694000e+01 1.38686000e+01 6.28304000e+02
2.00315000e+01 2.48799000e+01 2.78560000e+01 2.92234000e+01 2.92245000e+01 2.92245000e+01 2.92235000e+01 2.78560000e+01 2.48799000e+01 2.00315000e+01 8.44310000e+02
2.77895000e+01 3.25861000e+01 3.55252000e+01 3.68755000e+01 3.68766000e+01 3.68766000e+01 3.68756000e+01 3.55252000e+01 3.25861000e+01 2.77895000e+01 1.12007000e+03
